40,95.81
20,89.02
30,88.35
10,75.98
50,93.96
20,77.09
10,70.73
30,93.30
40,95.43
50,93.79
10,65.70
20,92.56
30,92.81
40,94.73
50,96.00
10,76.97
20,72.93
30,88.64
40,94.97
50,96.03
10,63.11
20,86.78
40,93.82
30,91.38
50,95.35
30,93.96
10,45.45
20,82.87
40,92.28
50,94.36
20,83.37
10,58.46
40,92.64
30,93.17
50,95.71
10,54.78
30,93.04
20,86.43
40,92.36
50,94.36
10,39.32
20,70.29
40,95.05
30,91.64
50,93.82
10,81.11
20,57.97
30,92.87
40,94.82
50,91.94
10,56.49
20,70.94
30,92.23
40,91.61
50,94.91
10,17.53
20,94.88
30,85.60
40,94.69
50,94.81
10,63.35
20,70.23
30,93.27
40,92.53
50,93.73
10,53.65
20,88.59
30,83.11
40,94.17
50,94.52
10,37.20
20,84.58
30,90.31
40,94.78
50,95.72
10,50.97
20,87.86
30,91.63
40,95.38
50,94.53
10,30.36
20,82.82
30,82.79
40,93.36
50,95.82
10,77.71
20,83.59
30,85.97
40,93.55
50,94.84
10,76.36
20,76.30
40,92.29
30,81.81
50,94.55
10,63.97
30,92.88
20,78.51
40,88.73
50,93.89
10,46.37
20,90.76
30,88.53
40,95.10
50,94.13
10,59.74
20,89.51
30,88.76
40,94.76
50,94.46
10,47.52
20,92.83
30,94.62
40,93.15
50,94.22
10,53.19
30,92.58
20,73.47
40,93.05
50,93.87
10,69.70
20,65.00
30,92.90
40,91.28
50,94.90
10,53.06
20,84.45
30,90.47
40,92.79
50,95.25
10,52.46
20,71.98
30,89.72
40,95.24
50,95.74
10,47.08
20,76.05
30,90.33
40,95.22
50,94.79
10,60.36
20,87.24
30,89.41
40,94.95
50,95.28
10,80.26
20,87.78
30,89.68
40,94.71
50,93.08
10,24.21
20,85.36
30,90.81
40,94.50
50,95.76
10,38.91
20,78.15
30,89.03
40,93.75
50,93.06
10,74.58
20,86.52
30,80.56
40,94.67
50,93.63
10,39.49
20,69.71
30,93.46
40,95.21
50,95.82
10,67.00
20,81.39
30,94.79
40,94.07
50,95.69
20,86.51
10,65.57
30,89.30
40,95.25
50,94.85
10,72.27
20,93.85
30,87.67
40,96.05
50,93.89
10,65.76
20,88.97
30,83.53
40,92.30
50,94.55
10,84.02
20,81.07
30,91.33
40,95.41
50,93.93
10,50.61
20,82.30
30,93.65
40,93.83
50,96.12
10,46.81
20,92.66
30,90.08
40,92.09
50,94.30
10,53.03
20,76.90
30,94.43
40,95.53
50,94.96
10,79.30
30,89.69
20,88.27
40,93.22
50,94.86
20,76.98
10,58.89
30,91.57
40,95.13
50,93.66
10,71.41
20,93.95
30,89.91
40,94.34
50,95.56
10,67.69
20,91.18
40,95.12
30,94.00
50,91.73
10,58.00
20,84.51
40,93.74
30,95.42
50,96.19
30,87.92
20,92.72
10,44.74
40,94.55
50,94.70
10,45.40
20,81.98
30,88.22
40,91.48
50,95.01
10,46.19
20,69.39
30,91.90
40,93.65
50,95.84
10,41.27
20,74.10
30,87.63
40,92.12
50,96.30
20,90.43
10,57.47
30,81.52
40,93.46
50,94.67
10,41.85
20,81.27
30,93.18
40,93.69
50,94.22
10,35.64
20,78.52
30,94.16
40,91.33
50,93.23
10,61.11
20,72.57
30,87.66
40,92.15
50,95.19
10,73.61
20,87.51
30,86.50
40,93.20
50,95.71
10,57.86
20,85.29
30,94.64
40,95.54
50,91.84
10,56.32
20,89.46
30,92.17
40,94.39
50,95.70
10,47.34
20,91.42
30,91.89
40,89.68
50,95.11
10,73.52
20,82.59
30,93.47
40,94.43
50,95.38
10,72.98
20,76.35
30,87.10
40,94.69
50,95.44
10,63.15
20,84.68
30,95.86
40,94.24
50,95.66
10,51.09
20,82.91
30,89.30
40,94.59
50,94.77
10,38.35
20,73.31
30,94.55
40,91.82
50,94.99
10,64.85
20,87.40
30,92.29
40,92.49
50,94.50
10,66.03
20,88.50
30,91.82
40,95.83
50,95.36
10,78.72
20,80.16
30,94.14
40,90.24
50,94.52
10,37.99
20,88.83
30,91.54
40,92.79
50,96.51
10,56.89
20,65.25
30,92.67
40,90.74
50,94.85
10,35.39
20,63.45
40,94.53
30,88.44
50,95.21
10,73.74
30,92.86
20,82.86
40,93.43
50,95.38
20,88.82
10,57.46
30,84.36
40,94.46
10,59.31
50,93.07
20,85.53
30,92.35
50,93.48
40,95.17
10,39.12
20,85.75
40,92.19
30,93.78
50,90.08
10,59.12
20,89.30
30,90.15
40,95.02
50,93.38
10,54.82
20,82.24
40,94.65
30,87.40
50,95.27
10,72.55
30,89.81
20,90.09
40,94.88
50,95.57
10,31.13
20,80.35
30,93.81
40,92.88
50,94.89
10,62.12
20,93.83
30,91.10
40,93.73
50,95.31
10,43.64
20,82.05
30,90.62
40,93.12
50,94.20
10,23.56
20,77.57
30,88.41
40,93.34
50,95.46
10,54.87
20,89.24
30,87.06
40,93.31
50,95.38
10,81.54
20,82.88
30,86.82
40,91.31
50,94.18
10,57.01
20,78.27
30,93.29
40,95.85
50,94.42
10,41.37
20,84.03
30,85.66
40,94.63
50,95.71
10,63.84
20,89.09
30,94.09
40,94.59
