10,9.98
20,22.29
30,22.98
40,34.89
50,29.83
10,15.93
20,24.70
30,28.30
40,32.97
50,28.02
10,18.21
20,17.49
30,32.72
40,21.99
50,30.06
10,20.10
20,26.01
30,25.92
40,23.35
50,36.28
10,16.79
20,24.20
30,29.25
40,30.32
50,28.10
10,14.82
20,20.20
30,22.26
40,28.52
50,38.89
10,13.63
20,22.69
30,21.34
40,30.09
50,24.76
10,22.60
20,20.58
30,22.14
40,37.11
50,30.45
10,13.48
20,18.88
30,25.56
40,30.10
50,38.79
10,21.78
20,18.62
30,18.47
40,28.12
50,35.85
10,17.62
20,13.39
30,24.37
40,24.96
50,41.11
10,13.66
20,11.81
30,32.39
40,25.59
50,41.19
10,18.95
20,18.01
30,20.77
40,32.73
50,28.57
10,17.30
20,17.71
30,16.89
40,29.24
50,36.55
10,14.68
20,17.08
30,27.44
40,22.44
50,37.71
10,11.49
20,23.17
30,32.89
40,34.99
50,36.32
10,17.24
20,18.08
30,27.83
40,20.64
50,35.48
10,18.05
20,20.44
30,25.20
40,34.48
50,29.25
10,14.36
20,20.52
30,32.36
40,37.68
50,35.64
10,12.09
20,21.93
30,21.00
40,32.02
50,37.68
10,12.68
20,23.31
30,21.02
40,34.09
50,28.36
10,16.16
20,17.38
30,29.67
40,35.48
50,41.64
10,15.44
20,25.34
30,22.83
40,32.87
50,31.28
10,9.57
20,22.82
30,27.51
40,33.05
50,36.98
10,17.71
20,19.67
30,22.78
40,31.06
50,31.32
10,15.08
20,19.73
30,24.20
40,35.42
50,35.23
10,17.72
20,21.04
30,22.43
40,39.16
50,33.47
10,17.97
20,24.76
30,19.23
40,20.53
50,34.59
10,13.18
20,21.12
30,20.85
40,34.41
50,34.73
10,13.49
20,22.85
30,33.05
40,34.54
50,41.18
10,15.25
20,35.44
30,26.08
40,24.15
50,32.29
10,5.65
20,12.70
30,37.37
40,28.87
50,38.98
10,16.21
20,19.50
30,27.01
40,31.03
50,38.52
10,16.86
20,12.59
30,17.71
40,32.12
50,41.71
10,15.11
20,25.19
30,24.46
40,24.87
50,36.10
10,15.15
20,19.29
30,22.57
40,30.94
50,33.72
10,12.65
20,18.15
30,25.59
40,24.96
50,37.28
10,11.74
20,24.80
30,20.76
40,29.60
50,37.80
10,10.18
20,16.96
30,27.43
40,34.83
50,33.41
10,18.68
20,15.71
30,23.27
40,34.24
50,32.99
10,9.06
20,20.10
30,27.09
40,26.54
50,38.53
10,18.42
20,17.33
30,14.88
40,38.20
50,34.71
10,13.38
20,17.36
30,24.82
40,35.23
50,33.36
10,20.87
20,29.16
30,26.66
40,30.72
50,33.71
10,7.89
20,24.24
30,31.30
40,29.14
50,36.74
10,20.08
20,16.25
30,20.07
40,23.92
50,30.76
10,18.87
20,19.96
30,36.93
40,26.56
50,39.57
10,20.19
20,19.41
30,27.99
40,39.93
50,40.27
10,19.92
20,14.42
30,25.18
40,33.12
50,31.58
10,18.89
20,18.41
30,28.06
40,32.87
50,35.53
10,19.40
20,17.02
30,28.22
40,36.98
50,40.37
10,13.09
20,24.05
30,22.66
40,39.76
50,38.43
10,17.17
20,28.31
30,26.05
40,27.15
50,30.43
10,21.18
20,21.05
30,23.83
40,23.44
50,34.67
10,13.48
20,21.34
30,25.49
40,26.53
50,40.06
10,19.01
20,25.94
30,26.11
40,24.54
50,40.13
10,14.49
20,15.34
30,19.75
40,31.04
50,36.67
10,14.08
20,22.38
30,27.76
40,25.22
50,31.38
10,11.73
20,17.48
30,26.85
40,34.47
50,34.89
10,18.20
20,28.05
30,26.45
40,28.67
50,27.82
10,10.63
20,22.13
30,23.59
40,26.97
50,31.61
10,16.92
20,31.20
30,20.14
40,22.61
50,26.28
10,12.28
20,15.43
30,37.90
40,28.25
50,35.84
10,18.83
20,10.08
30,22.71
40,26.29
50,29.64
10,25.72
20,13.61
30,33.18
40,33.39
50,37.29
10,16.81
20,23.41
30,23.46
40,34.31
50,43.47
10,10.28
20,20.32
30,22.98
40,34.78
50,34.75
10,17.38
20,16.84
30,27.91
40,29.32
50,36.58
10,12.35
20,25.81
30,22.79
40,28.24
50,31.52
10,18.03
20,12.55
30,18.16
40,28.44
50,32.55
10,10.27
20,20.78
30,22.81
40,32.64
50,30.21
10,20.37
20,21.41
30,19.16
40,21.83
50,36.12
10,21.42
20,16.28
30,28.19
40,27.73
50,33.33
10,21.53
20,24.48
30,28.21
40,35.43
50,34.80
10,26.89
20,20.11
30,27.01
40,28.83
50,30.15
10,14.90
20,17.34
30,29.03
40,30.09
50,41.26
10,14.23
20,20.17
30,27.35
40,24.21
50,25.74
10,23.08
20,13.31
30,30.77
40,36.52
50,38.26
10,15.66
20,21.70
30,15.13
40,37.97
50,30.13
10,14.85
20,19.17
30,30.22
40,31.50
50,32.20
10,16.54
20,16.03
30,25.67
40,31.65
50,26.43
10,9.75
20,19.10
30,32.51
40,28.51
50,32.62
10,14.64
20,18.05
30,18.31
40,31.17
50,41.50
10,22.82
20,25.76
30,35.16
40,33.44
50,36.65
10,11.05
20,19.71
30,14.27
40,34.11
50,38.20
10,18.10
20,21.80
30,28.28
40,34.97
50,36.24
10,15.32
20,23.06
30,27.65
40,33.32
50,42.25
10,21.16
20,25.56
30,30.47
40,34.34
50,44.66
10,13.40
20,15.19
30,25.34
40,41.86
50,32.46
10,19.57
20,15.92
30,26.20
40,27.70
50,38.89
10,13.22
20,26.76
30,24.59
40,30.85
50,35.20
10,12.23
20,20.56
30,24.73
40,39.86
50,33.60
10,7.08
20,16.36
30,29.65
40,31.37
50,32.40
10,15.32
20,20.10
30,28.50
40,24.39
50,26.86
